mNGS_sample_name,MAG_ID,nPID,nTID,nSID,Study_Group,Cycle,Visit,CollectDate,Source,gene_name,gene_family,drug_class,resistance_mechanism,model_type,cutoff,mech_efflux,mech_influx,mech_abxinact,mech_targalt,mech_num,amr_yn,amr_AGly,amr_Phe,amr_Bla,amr_Flq,amr_Fcyn,amr_Glyco,amr_MLS,amr_Nfn,amr_Oxa,amr_Pep,amr_Rif,amr_Sulf,amr_Mcr,amr_Tet,amr_class_num,abx_class,species,MAG_derep,MAG_derep_num
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,OpmH,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,basS,; antibiotic efflux pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,mexN,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Chloramphenicol,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,mexM,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Chloramphenicol,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,FosA,fosfomycin thiol transferase,phosphonic acid antibiotic,antibiotic inactivation,protein homolog model,Perfect,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Fosfomycin,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,cprR,; antibiotic efflux pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,cprS,; antibiotic efflux pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog model,Perfect,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,ArnT,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,arnA,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,mexP,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,5,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,mexQ,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,5,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,opmE,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,5,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,ParR,resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr),macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics antibiotic efflux,reduced permeability to antibiotic,protein homolog model,Perfect,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,6,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics antibiotic efflux,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,ParS,resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr),macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics antibiotic efflux,reduced permeability to antibiotic,protein homolog model,Strict,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,6,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics antibiotic efflux,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexK,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexL,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,ArmR,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,7,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,YajC,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,7,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,Pseudomonas aeruginosa CpxR,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,8,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,OXA-1131,OXA beta-lactamase; OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,protein homolog model,Perfect,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Beta-lactam,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MuxA,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MuxB,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MuxC,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,OpmB,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,OprN,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexF,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexE,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,vanW gene in vanG cluster,vanW; glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Glycopeptide,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,Pseudomonas aeruginosa catB7,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation,protein homolog model,Strict,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Chloramphenicol,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,PDC-260,PDC beta-lactamase,monobactam; carbapenem; cephalosporin,antibiotic inactivation,protein homolog model,Perfect,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Beta-lactam,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,APH(3')-IIb,APH(3'),aminoglycoside antibiotic,antibiotic inactivation,protein homolog model,Strict,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Aminoglycoside,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,bcr-1,major facilitator superfamily (MFS) antibiotic efflux pump,bicyclomycin-like antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexG,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexH,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexI,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,OpmD,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,TriA,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,TriB,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,TriC,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexD,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,7,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,7,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,PmpM,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic; aminoglycoside antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,rsmA,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,Pseudomonas aeruginosa soxR,; antibiotic efflux ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic target alteration,protein homolog model,Perfect,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexW,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexV,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexA,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,7,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,MexB,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,7,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,8,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,mexY,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,6,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,vanH gene in vanB cluster,vanH; glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Glycopeptide,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,vanH gene in vanB cluster,vanH; glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Glycopeptide,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,nalD,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic,antibiotic efflux,protein overexpression model,Strict,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,7,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
APPS0033_S641,APPS0033_S641_concoct_135,P12,W1,P12_W1,APPS,1,APPS,5/7/23,PR,nalC,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic,antibiotic efflux,protein overexpression model,Strict,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,7,Multi-drug efflux pump,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
