mNGS_sample_name,MAG_ID,nPID,nTID,nSID,Study_Group,Cycle,Visit,CollectDate,Source,tool,size,contigs,N50,SCG_completeness,domain,phylum,class,order,family,genus,species,MAG_derep,MAG_derep_num
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_48,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,1230108,345,4121,92,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,S5-A14a,S5-A14a sp900553025,S5-A14a sp900553025_1,113
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_metabat2_4,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,metabat2,1258130,322,4638,92,NA,NA,NA,NA,NA,NA,NA,NA_1,23
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_metabat2_47,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,metabat2,2346626,121,29890,96,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter torques,Mediterraneibacter torques_1,5
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_metabat2_43,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,metabat2,2544172,544,5662,92,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,Lacticaseibacillus rhamnosus_1,68
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_64,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,2823766,336,14052,96,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans_1,11
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_metabat2_37,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,metabat2,2796016,894,3356,90,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,Thomasclavelia ramosa,Thomasclavelia ramosa_1,133
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_metabat2_40,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,metabat2,1738222,32,99646,86,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,Vescimonas coprocola,Vescimonas coprocola_1,7
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_74,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,1961247,760,3029,88,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus faecalis_1,2
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_metabat2_44,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,metabat2,2014554,361,7258,78,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia intestinalis,Faecousia intestinalis_1,65
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_metabat2_30,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,metabat2,3236824,812,4849,78,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,Eubacterium callanderi_1,53
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_95,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,1501395,652,2548,78,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Fimisoma,Fimisoma sp000435715,Fimisoma sp000435715_1,36
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_0,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,5294521,443,16487,94,Unclassified Bacteria,NA,NA,NA,NA,NA,Unclassified Bacteria sp.,NA,NA
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_92,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,3662823,166,34362,78,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Extibacter,Extibacter hylemonae,Extibacter hylemonae_1,125
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_metabat2_46,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,metabat2,3165695,522,8099,71,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter splanchnicus,Odoribacter splanchnicus_1,21
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_101,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,965334,536,1871,71,Bacteria,Pseudomonadota,Alphaproteobacteria,RF32,CAG-239,MGBC133411,MGBC133411 sp900540425,MGBC133411 sp900540425_2,566
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_metabat2_3,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,metabat2,2233518,521,5090,69,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila_1,6
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_metabat2_9,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,metabat2,2709951,654,4893,67,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides stercoris_1,112
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_51,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,8182675,598,21556,65,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,NA,NA
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_108,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,1825486,611,3390,71,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Clostridium_A,Clostridium_A leptum,Clostridium_A leptum_1,186
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_68,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,1518057,657,2614,67,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,Phascolarctobacterium faecium_1,17
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_62,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,1063537,475,2378,59,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus hominis,Streptococcus hominis_1,343
p23220-s360_SNT0003PR-S-day14,p23220-s360_SNT0003PR-S-day14_S359_concoct_34,P28,W4,P28_W4,SNT,1,D14,5/28/23,PR,concoct,423925,285,1443,57,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella biformis,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_25,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,2054185,133,62900,100,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella clevelandensis,Lawsonella clevelandensis_1,131
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_24,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,2329404,61,62126,100,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve_1,95
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_36,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,1390049,17,142897,98,Bacteria,Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,Murdochiella,Murdochiella sp902488755,Murdochiella sp902488755_1,117
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_49,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,2557945,101,41293,100,Bacteria,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella minuta,Christensenella minuta_1,135
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_40,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,4969564,122,61733,98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides distasonis_1,1
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_88,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,1680245,309,7164,95,NA,NA,NA,NA,NA,NA,NA,NA_1,23
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_57,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,2821137,52,86165,94,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila_1,6
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_27,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,1578118,121,27292,94,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,S5-A14a,S5-A14a sp900553025,S5-A14a sp900553025_1,113
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_20,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,3474321,152,36289,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Acutalibacter,Acutalibacter timonensis,Acutalibacter timonensis_1,49
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_68,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,2898657,273,15611,98,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,Lacticaseibacillus rhamnosus_1,68
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_87,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,2364175,539,5713,94,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus faecalis_1,2
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_11,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,1671719,60,43862,90,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103,CAG-103 sp000432375,CAG-103 sp000432375_1,187
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_54,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,1579402,435,3998,90,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp.,Collinsella sp._1,31
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_1,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,3376151,543,8419,92,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta_1,3
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_44,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,2358500,512,5983,92,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella biformis,Holdemanella biformis_1,213
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_46,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,3054748,664,5512,88,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Clostridium_AQ,Clostridium_AQ sp000165065,Clostridium_AQ sp000165065_1,78
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_28,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,1865497,31,88906,90,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,Vescimonas coprocola,Vescimonas coprocola_1,7
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_14,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,1639826,258,8324,94,Bacteria,Pseudomonadota,Alphaproteobacteria,RF32,CAG-239,MGBC133411,MGBC133411 sp900540425,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_2,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,2370244,164,22281,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia intestinalis,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_86,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,486047,274,1809,75,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Alterileibacterium,Alterileibacterium massiliense,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_49,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,1914472,469,5133,78,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter torques,Mediterraneibacter torques_1,5
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_1,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,2747697,666,5315,75,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans_1,11
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_73,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,1938564,1119,1756,75,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp900546675,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_30,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,3002787,1358,2422,78,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_10,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,1386388,492,3349,73,Bacteria,Pseudomonadota,Alphaproteobacteria,RF32,CAG-239,MGBC133411,MGBC133411 sp900540425,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_23,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,6338814,652,12696,80,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi,Eisenbergiella tayi_1,79
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_concoct_45,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,concoct,7678691,433,38231,65,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,S5-A14a,S5-A14a sp900553025,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_maxbin2_049,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,maxbin2,1839022,1096,1674,65,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp.,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_maxbin2_027,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,maxbin2,825192,64,12860,57,Bacteria,Bacillota,Negativicutes,Veillonellales,Dialisteraceae,,Dialisteraceae sp.,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_maxbin2_003,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,maxbin2,3686562,100,95626,65,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli_1,16
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_35,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,3060693,491,8395,75,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vestibularis,NA,NA
p23220-s361_SNT0003PR-S-day21,p23220-s361_SNT0003PR-S-day21_S360_metabat2_12,P28,W5,P28_W5,SNT,1,D21,6/4/23,PR,metabat2,2849050,357,10485,65,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,Bariatricus massiliensis,NA,NA
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_74,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,5321118,131,89263,100,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli_1,16
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_15,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,2103693,131,51994,100,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella clevelandensis,Lawsonella clevelandensis_1,131
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_59,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,2302007,157,28779,100,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp.,Pauljensenia sp._1,251
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_7,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,1554332,384,5183,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp902489445,Porphyromonas sp902489445_1,114
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_107,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,1432808,16,128889,98,Bacteria,Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,Murdochiella,Murdochiella sp902488755,Murdochiella sp902488755_1,117
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_113,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,3521928,524,8715,100,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta_1,3
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_metabat2_37,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,metabat2,1851395,251,10317,97,NA,NA,NA,NA,NA,NA,NA,NA_1,23
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_metabat2_27,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,metabat2,1617690,41,92770,96,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,S5-A14a,S5-A14a sp900553025,S5-A14a sp900553025_1,113
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_metabat2_25,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,metabat2,2686892,124,32748,94,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila_1,6
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_metabat2_47,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,metabat2,2298534,40,99647,96,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,Vescimonas coprocola,Vescimonas coprocola_1,7
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_metabat2_46,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,metabat2,3321319,187,27687,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Acutalibacter,Acutalibacter timonensis,Acutalibacter timonensis_1,49
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_metabat2_1,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,metabat2,2473212,140,24494,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Scatavimonas,Scatavimonas sp900540275,Scatavimonas sp900540275_1,73
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_95,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,2293083,182,20686,98,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter torques,Mediterraneibacter torques_1,5
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_52,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,1010908,305,4024,92,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,,Anaerovoracaceae sp.,Anaerovoracaceae sp._1,357
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_8,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,3647984,171,33149,96,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Extibacter,Extibacter hylemonae,Extibacter hylemonae_1,125
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_9,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,2621950,564,7950,90,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve_1,95
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_87,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,1068486,354,3663,94,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Alterileibacterium,Alterileibacterium massiliense,Alterileibacterium massiliense_2,358
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_metabat2_52,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,metabat2,1476095,401,4228,88,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp.,Collinsella sp._1,31
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_102,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,2288279,950,2676,86,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,Lacticaseibacillus rhamnosus_1,68
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_45,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,1531224,534,3401,84,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olegusella,Olegusella massiliensis,Olegusella massiliensis_1,296
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_metabat2_18,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,metabat2,1621512,277,7724,86,Bacteria,Pseudomonadota,Alphaproteobacteria,RF32,CAG-239,Scatocola,Scatocola faecipullorum,Scatocola faecipullorum_1,205
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_23,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,1795570,828,2355,80,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus faecalis_1,2
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_metabat2_20,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,metabat2,1099911,163,9523,78,Bacteria,Bacillota,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister invisus,Dialister invisus_1,71
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_103,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,2270166,1051,2345,78,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio fairfieldensis_A,Desulfovibrio fairfieldensis_A_2,365
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_53,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,11587262,820,20474,94,Unclassified Bacteria,NA,NA,NA,NA,NA,Unclassified Bacteria sp.,NA,NA
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_60,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,2665196,894,3272,75,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,Eubacterium callanderi_1,53
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_56,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,1436585,661,2379,90,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella biformis,Holdemanella biformis_1,213
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_71,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,1839653,759,2663,67,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Frisingicoccus,Frisingicoccus sp902471845,Frisingicoccus sp902471845_2,509
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_2,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,3102002,1092,3357,84,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus sp947254095,NA,NA
p23220-s362_SNT0003PR-S-day28,p23220-s362_SNT0003PR-S-day28_S361_concoct_73,P28,W6,P28_W6,SNT,1,D28,6/11/23,PR,concoct,3197084,638,6386,69,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_AP,Clostridium_AP sp000509125,Clostridium_AP sp000509125_1,34
